Facility ID	Facility Name	Date	Source Sheet	Bill ID	Description	Charge
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61010235	MRI LWR LEG LT W/CON	$4,531.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61010240	MRI FEMUR RT W/WO CON	$4,984.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61010245	MRI FEMUR LT W/WO CON	$4,984.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61010250	MRI LWR LEG RT W/WO CON	$4,984.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61010255	MRI LWR LEG LT W/WO CON	$4,984.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61010265	MRI DYNAMIC LIVER SCAN	$5,074.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61010270	MRI DYNAMIC KIDNEY SCAN	$5,074.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61011005	CAD, MRI BREAST	$538.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61019910	MRI GUID NDL PLACEMENT	$1,382.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61025500	UNLISTED MRI PROCEDURE DG/INTV	$1,545.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61070005	CARD MRI W/WO CON MORPH	$5,039.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61100025	STROKE MRI HEAD W/O<24	$4,616.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61100035	STROKE MRI HEAS W/O>24	$4,616.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	61100050	STROKE MRI HEAD W/WO>24	$5,245.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	63601515	GADOLINIUM PER UNIT (MRI)	$5.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2701408966	PORT POWER MRI ISP ATTACH 8FR	$2,415.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2702750384	PORT, IMPLANT MRI 9.6	$1,330.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2702751046	PORT, MRI INFUSA 9.6	$1,295.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2704108961	PACEMAKER REVO MRI SURESCAN	$27,932.45
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2704108968	LEAD SURESCAN MRI 45CM	$4,443.07
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2704551265	MRI ATEC BIOPSY PROBE	$2,782.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2704551266	MRI NEEDLE GUIDE	$1,365.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2704551269	MRI ATEC BIOPSY SITE MARKER	$474.10
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2708017369	PACEMAKER ADVISA DR MRI	$28,642.98
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2708021227	ENTOVIS SR-T PROMRI SYSTM W/CE	$27,900.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2708026514	SYSTEM ELUNA DR-T MRI	$29,080.94
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2708026522	SYSTEM ADVISA MRI PEEM	$36,437.37
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709142218	EVERA MRI XT  DR SYSTEM*	$109,325.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709143472	EVERY MRI XT VR SYSTEM	$100,995.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709144045	IPERIA DR-T-DF4 PRO-MRI SYS	$96,875.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709144481	SYSTEM MRI DR BRADY	$29,100.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709144535	PACEMAKER DUAL CHAMB MRI DR	$24,024.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709144567	SYSTEM ACCOLADE MRI SR BRADY	$24,687.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709144658	SYS CRT-D MRI AMP	$154,050.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709144945	LD INGVTY MRI IS-1 BI POS 45CM	$3,150.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709144946	LD INGVTY MRI IS-1 BI POS 52CM	$3,150.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709145129	LEAD PACING FIX MRI INGEV 59CM	$3,150.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709145394	LEAD CONTACT MRI AVISTA 74CM 8	$18,485.19
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709145395	STIMULATOR MRI PREC MONTAGE	$89,700.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709145396	ANCHOR MRI CLIK X	$2,362.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709145428	SYSTEM ACCOLADE MRI SR PACEMKR	$24,687.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709146260	VISIA AF MRI VR SURESCAN DEVIC	$73,642.40
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709146263	SYSTEM VISIA MRI	$100,995.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709146801	AVISTA MRI CONTACT LEAD KIT	$15,937.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709146970	DTMB1QQ MRI GENERATOR	$118,000.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709147459	DEVICE ICD DR EVERA MRI XT SUR	$91,720.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709147553	SYSTEM ACC MRI DR IS-1 PACEMKR	$30,300.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709148176	DEVICE EVERA MRI XR IS DF4	$91,720.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709148922	GENERATOR PACEMAKER MRI LV	$18,437.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709148923	LEAD UMRI US PLA 1200M/52	$3,010.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709148924	LEAD LPA 1200M/58 MRI PR	$3,010.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709149088	SYSTEM PACEMAKER ASSURITY MRI	$20,281.25
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709149382	SYSTEM ACCE MRI SR PACEMAKER	$20,312.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709150472	EMBLEM MRI S-ICD	$97,500.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709151736	MRI PACEMAKER U PR	$16,375.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709154698	SELECT SURE MRI LEAD ADVISA	$3,550.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709155462	EDORA DR-T PRO MRI CLS W/MONTH	$32,700.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709157172	DEVICE CLARIA MRI US DF4	$112,985.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709157494	IPG AZURE XT DR MRI	$25,869.15
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2709157580	IPG W3SR01 AZURW S SR MRI PMK	$23,152.69
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2718026514	PACEMAKER ELUNA DR-1 PRO MRI	$24,880.62
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2718026522	A2DR01 ADVISA DR MRI DEVICE	$32,237.05
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2719145428	L310 - ACCOLADE MRI PACEMAKER	$19,937.50
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2719147553	ACCOLADE MRI DR DEVICE	$25,050.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2719149088	PM1272 ASSURITY MRI DEVICE	$16,381.25
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2729145428	7742 - INGEVITY MRI PACING LEA	$4,750.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2729147553	INGEVITY MRI PACING LEAD 45CM	$2,625.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2729149088	LPA1200M/52 MRI COND TENDRIL L	$3,900.00
140174	PRESENCE MERCY MEDICAL CENTER	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=608674038	2739147553	INGEVITY MRI PACING LEAD 52CM	$2,625.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	3452044	CCL Imp Port 1 Lum Mri  BCE	$2,279.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	3452044	Imp Port 1 Lum Mri	$2,279.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	3452044	PORT INF MRI PLSTC 1 LUM OPN ED PRE ATTACHED SIL CATH 6.6FR	$2,279.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	3452044	PORT INF MRI PLSTC 1 LUM OPN ED PRE ATTACHED SIL CATH 9.6FR	$2,279.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	3452044	PORT INF POWERPORT MRI PRE ATTACHED SIL PLG INTER KT 9.6FR	$2,279.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	3455441	ANCHOR NRVSTM LEAD CLIK X DBL ST MRI SAFE	$930.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732159	MRI UP EXT W/O C LT	$3,605.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732160	MRI UP EXT W/O C RT	$3,605.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732165	MRI UP EXT WW C LT	$4,840.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732166	MRI UP EXT WW C RT	$4,840.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732168	MRI ELBOW W/O C RT	$3,605.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732169	MRI SHOULDER W/O C RT	$3,605.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732174	MRI WRIST W/O C LT	$3,605.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732175	MRI WRIST W/O C RT	$3,605.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732178	MRI ELBOW W/ C RT	$3,914.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732178	MRI SHOULDER W/ C RT	$3,914.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732199	MRI LW EXT W/O C LT	$3,605.00
140304	ADVENTIST BOLINGBROOK HOSPITAL	12/15/2019	https://docs.google.com/spreadsheets/d/1YbLeMdXSDyM_WxLa3WmKc72opaF6ZH3Ott4OVZYuEjs/edit#gid=2057998167	4732202	MRI LW EXT W/O C RT	$3,605.00
